label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
1,0.0,0.0,0.0,-0.132,-0.041049,-0.091357,-0.225873,-0.195926,-0.134103,-0.227658,-0.380589,-0.169632,-0.197817,-0.534126,-0.196868,-0.234855,-0.466512,-0.074188,-0.250357,-0.728917,-0.149066,-0.246446,-0.877265,-0.182056,-0.228374,-1.0,-0.201402,-0.130126,-0.497397,-0.066649,-0.146333,-0.725128,-0.173769,-0.194642,-0.635965,-0.190278,-0.219756,-0.541317,-0.164124,-0.034773,-0.471542,-0.071597,-0.104811,-0.470393,-0.168516,-0.127747,-0.306168,-0.156268,-0.093759,-0.246753,-0.115497,0.052303,-0.409376,-0.086185,-0.045599,-0.334859,-0.15578,-0.052586,-0.212279,-0.15989,-0.006255,-0.185803,-0.142126
1,0.0,0.0,0.0,-0.126553,-0.048665,-0.086662,-0.224062,-0.205829,-0.13008,-0.231477,-0.393204,-0.168847,-0.184694,-0.542235,-0.199377,-0.238572,-0.479904,-0.058174,-0.253292,-0.741639,-0.126675,-0.247477,-0.883917,-0.152307,-0.2283,-1.0,-0.16575,-0.133743,-0.50601,-0.053138,-0.149881,-0.727844,-0.151463,-0.184632,-0.63693,-0.164707,-0.20265,-0.546048,-0.137257,-0.036669,-0.473493,-0.061187,-0.098152,-0.474252,-0.15523,-0.11504,-0.310604,-0.147353,-0.082265,-0.251678,-0.109774,0.050957,-0.406583,-0.0779,-0.038426,-0.342107,-0.141547,-0.04646,-0.22519,-0.145618,-0.007028,-0.198765,-0.129005
1,0.0,0.0,0.0,-0.120314,-0.053838,-0.084063,-0.217995,-0.211898,-0.124369,-0.219671,-0.392824,-0.160856,-0.175584,-0.536734,-0.188918,-0.221275,-0.485015,-0.051824,-0.236133,-0.746029,-0.112437,-0.237938,-0.886127,-0.130851,-0.222143,-1.0,-0.139281,-0.118494,-0.501518,-0.047089,-0.131675,-0.720654,-0.141424,-0.17287,-0.627699,-0.152724,-0.191931,-0.53014,-0.124583,-0.023401,-0.465526,-0.055182,-0.085302,-0.478651,-0.152095,-0.108201,-0.312974,-0.14703,-0.078542,-0.23817,-0.109879,0.065583,-0.396542,-0.070588,-0.021574,-0.357525,-0.132911,-0.040445,-0.237622,-0.134744,-0.009271,-0.192863,-0.116743
1,0.0,0.0,0.0,-0.126491,-0.043636,-0.097579,-0.222501,-0.190275,-0.145948,-0.227678,-0.36962,-0.185544,-0.180303,-0.509101,-0.215799,-0.230836,-0.463396,-0.084482,-0.24973,-0.727935,-0.16156,-0.250704,-0.875966,-0.194765,-0.238604,-1.0,-0.213108,-0.130303,-0.496665,-0.07208,-0.143659,-0.713391,-0.17592,-0.178241,-0.629637,-0.189663,-0.200604,-0.539387,-0.162635,-0.036042,-0.472306,-0.072695,-0.092884,-0.447687,-0.168598,-0.10999,-0.290541,-0.159494,-0.079117,-0.233678,-0.120577,0.052905,-0.412158,-0.083148,-0.030874,-0.32522,-0.147225,-0.041424,-0.208814,-0.152036,-0.00512,-0.18269,-0.13595
1,0.0,0.0,0.0,-0.127944,-0.055217,-0.092903,-0.225907,-0.205666,-0.138373,-0.228323,-0.38441,-0.177274,-0.183248,-0.521854,-0.206788,-0.228106,-0.47389,-0.070167,-0.250056,-0.740182,-0.139691,-0.252894,-0.882478,-0.164259,-0.241531,-1.0,-0.176043,-0.127662,-0.503124,-0.060419,-0.14712,-0.726477,-0.161172,-0.183055,-0.627245,-0.171556,-0.200587,-0.528157,-0.141323,-0.033388,-0.476184,-0.063793,-0.09505,-0.466878,-0.161693,-0.115714,-0.305322,-0.152733,-0.08714,-0.241106,-0.112209,0.055995,-0.414553,-0.075992,-0.032077,-0.343614,-0.137762,-0.044425,-0.224567,-0.139434,-0.011235,-0.190177,-0.120812
1,0.0,0.0,0.0,-0.12385,-0.049321,-0.082464,-0.216464,-0.200129,-0.121254,-0.220314,-0.372505,-0.154308,-0.185066,-0.51034,-0.179369,-0.222754,-0.464425,-0.066723,-0.244235,-0.721841,-0.140866,-0.247658,-0.87365,-0.175105,-0.239245,-1.0,-0.194174,-0.122984,-0.490585,-0.061321,-0.138233,-0.705548,-0.157882,-0.169548,-0.619111,-0.169489,-0.187389,-0.526826,-0.142891,-0.029563,-0.459091,-0.068478,-0.085664,-0.438672,-0.158398,-0.100823,-0.286861,-0.14622,-0.070342,-0.231969,-0.106864,0.056704,-0.391273,-0.084366,-0.021182,-0.324437,-0.141743,-0.033043,-0.210465,-0.13851,0.000112,-0.181673,-0.117854
1,0.0,0.0,0.0,-0.13497,-0.069218,-0.09318,-0.237736,-0.263166,-0.148239,-0.231976,-0.452594,-0.19985,-0.178029,-0.58446,-0.236467,-0.175818,-0.572512,-0.081377,-0.186582,-0.884902,-0.178712,-0.220815,-0.967963,-0.216161,-0.236253,-1.0,-0.229917,-0.056616,-0.569696,-0.068695,-0.128087,-0.602482,-0.170819,-0.152411,-0.394815,-0.166371,-0.124921,-0.313626,-0.138672,0.044342,-0.505715,-0.074075,-0.060961,-0.451183,-0.167885,-0.07873,-0.279381,-0.131668,-0.032602,-0.238462,-0.086289,0.137924,-0.420141,-0.090235,0.025074,-0.363626,-0.1481,-0.006444,-0.239946,-0.131911,0.026713,-0.20736,-0.104723
1,0.0,0.0,0.0,-0.114403,-0.044447,-0.089008,-0.202323,-0.193099,-0.13531,-0.204669,-0.353593,-0.174923,-0.169125,-0.489464,-0.205182,-0.195742,-0.463922,-0.074066,-0.219817,-0.727997,-0.150129,-0.233289,-0.883162,-0.181387,-0.233498,-1.0,-0.195568,-0.096764,-0.475253,-0.065134,-0.125873,-0.700016,-0.156556,-0.16565,-0.634694,-0.163243,-0.180987,-0.571091,-0.135641,-0.004086,-0.433542,-0.069704,-0.07308,-0.442465,-0.163987,-0.096743,-0.284739,-0.148368,-0.064358,-0.222258,-0.105823,0.084395,-0.358641,-0.082425,0.001125,-0.329637,-0.140459,-0.021545,-0.214346,-0.130073,0.00994,-0.175392,-0.104074
1,0.0,0.0,0.0,-0.145221,-0.112626,-0.126041,-0.249522,-0.344834,-0.201376,-0.234394,-0.566357,-0.270063,-0.183698,-0.728042,-0.307557,-0.123566,-0.725885,-0.10747,-0.120049,-1.0,-0.235467,-0.179797,-0.880236,-0.2691,-0.208283,-0.751278,-0.264998,0.013699,-0.697941,-0.0855,-0.10843,-0.624711,-0.198713,-0.141537,-0.404556,-0.182541,-0.091017,-0.394034,-0.143947,0.119784,-0.600551,-0.088878,-0.02993,-0.452685,-0.189023,-0.047861,-0.279504,-0.14043,0.010912,-0.29609,-0.086866,0.212433,-0.483416,-0.107532,0.054633,-0.338051,-0.169525,0.030215,-0.2262,-0.153705,0.081242,-0.241003,-0.122004
1,0.0,0.0,0.0,-0.11071,-0.068864,-0.099425,-0.189626,-0.220523,-0.146421,-0.18598,-0.375568,-0.185162,-0.154755,-0.510418,-0.213456,-0.1739,-0.502145,-0.072816,-0.190625,-0.755037,-0.143934,-0.200364,-0.890487,-0.167072,-0.193833,-1.0,-0.175768,-0.068929,-0.506514,-0.057907,-0.101136,-0.709821,-0.1506,-0.146029,-0.60613,-0.154108,-0.157739,-0.522431,-0.121552,0.023624,-0.458693,-0.0583,-0.063703,-0.437873,-0.155225,-0.088952,-0.281628,-0.145777,-0.053469,-0.228448,-0.105764,0.107329,-0.383027,-0.067668,0.006084,-0.325656,-0.129649,-0.012611,-0.210861,-0.128778,0.023989,-0.179217,-0.108322
1,0.0,0.0,0.0,-0.117898,-0.043995,-0.090654,-0.212103,-0.188848,-0.134555,-0.218484,-0.361918,-0.171527,-0.182807,-0.503955,-0.199906,-0.223525,-0.468361,-0.077076,-0.237158,-0.732338,-0.151735,-0.23277,-0.879251,-0.183252,-0.21658,-1.0,-0.200001,-0.11986,-0.496095,-0.067729,-0.139145,-0.709122,-0.167433,-0.16894,-0.616539,-0.179206,-0.184979,-0.524535,-0.151976,-0.022532,-0.465145,-0.071066,-0.087231,-0.444483,-0.16656,-0.101646,-0.289717,-0.158188,-0.071595,-0.232145,-0.120346,0.064978,-0.399664,-0.083349,-0.023175,-0.320946,-0.148926,-0.033079,-0.205207,-0.15271,0.000277,-0.174794,-0.135616
1,0.0,0.0,0.0,-0.123533,-0.051358,-0.084761,-0.214913,-0.200933,-0.126839,-0.21321,-0.372541,-0.163579,-0.18062,-0.515359,-0.192615,-0.219865,-0.468937,-0.069371,-0.235011,-0.729145,-0.141352,-0.237635,-0.87607,-0.170379,-0.227259,-1.0,-0.186317,-0.117422,-0.494549,-0.064121,-0.136141,-0.71065,-0.161715,-0.172176,-0.610815,-0.170457,-0.187685,-0.518142,-0.141858,-0.022464,-0.462525,-0.071523,-0.085447,-0.456548,-0.165585,-0.106524,-0.296361,-0.152574,-0.074733,-0.237948,-0.11265,0.064949,-0.394752,-0.087495,-0.022075,-0.328234,-0.150143,-0.036307,-0.210228,-0.149765,-0.000146,-0.179851,-0.131024
1,0.0,0.0,0.0,-0.117147,-0.063923,-0.088782,-0.209001,-0.218701,-0.129908,-0.210158,-0.386741,-0.165258,-0.171958,-0.523978,-0.192188,-0.207835,-0.47869,-0.070133,-0.220435,-0.742335,-0.138298,-0.222715,-0.882089,-0.162365,-0.208916,-1.0,-0.173653,-0.106524,-0.492757,-0.062539,-0.115002,-0.708741,-0.161012,-0.153174,-0.622691,-0.173728,-0.171291,-0.533998,-0.147504,-0.014068,-0.456108,-0.0676,-0.075011,-0.454758,-0.169092,-0.095926,-0.298951,-0.165173,-0.066559,-0.235021,-0.128265,0.071205,-0.389218,-0.080362,-0.012495,-0.339649,-0.147291,-0.027391,-0.223177,-0.15034,0.00322,-0.183634,-0.132619
1,0.0,0.0,0.0,-0.119338,-0.042831,-0.085955,-0.208774,-0.189514,-0.12967,-0.209356,-0.357848,-0.167164,-0.176022,-0.497985,-0.197452,-0.21662,-0.45735,-0.078038,-0.228922,-0.719305,-0.154299,-0.229681,-0.873646,-0.188445,-0.219634,-1.0,-0.207162,-0.115875,-0.480479,-0.071578,-0.131009,-0.698408,-0.167909,-0.164246,-0.615619,-0.177768,-0.179921,-0.531308,-0.151273,-0.02262,-0.446651,-0.077351,-0.080972,-0.440267,-0.170171,-0.101352,-0.28525,-0.157212,-0.07173,-0.226383,-0.11787,0.062056,-0.378772,-0.091686,-0.019708,-0.316609,-0.155631,-0.031945,-0.200229,-0.154491,0.003144,-0.168328,-0.134663
1,0.0,0.0,0.0,-0.152771,-0.108266,-0.127,-0.262396,-0.337025,-0.203985,-0.248523,-0.547217,-0.275456,-0.182354,-0.702216,-0.318383,-0.143271,-0.724196,-0.100297,-0.125966,-1.0,-0.23643,-0.183525,-0.863676,-0.280854,-0.208539,-0.736766,-0.283997,-0.001377,-0.678185,-0.082023,-0.089685,-0.656518,-0.201,-0.128942,-0.421187,-0.191953,-0.08861,-0.388527,-0.15912,0.11195,-0.568608,-0.090861,-0.001594,-0.48556,-0.19697,-0.041556,-0.294204,-0.148422,0.004768,-0.285507,-0.09407,0.213922,-0.43661,-0.114286,0.087807,-0.355463,-0.169674,0.045479,-0.232196,-0.144417,0.081898,-0.22448,-0.108675
1,0.0,0.0,0.0,-0.096346,-0.049535,-0.099833,-0.176684,-0.202979,-0.150581,-0.172942,-0.350722,-0.193338,-0.131615,-0.475398,-0.226386,-0.153623,-0.480517,-0.085224,-0.172177,-0.74141,-0.159623,-0.180123,-0.8877,-0.18713,-0.172305,-1.0,-0.19865,-0.048207,-0.478276,-0.07212,-0.072631,-0.691873,-0.169313,-0.11429,-0.60335,-0.179953,-0.128933,-0.512339,-0.153834,0.046329,-0.427015,-0.07284,-0.022436,-0.432926,-0.175667,-0.055545,-0.276876,-0.169085,-0.036689,-0.203928,-0.130364,0.136805,-0.346113,-0.081468,0.056488,-0.319154,-0.143242,0.026273,-0.204992,-0.136883,0.041803,-0.155383,-0.112721
1,0.0,0.0,0.0,-0.201924,-0.069875,-0.081629,-0.367968,-0.292999,-0.128845,-0.395681,-0.520376,-0.177313,-0.332638,-0.669689,-0.203528,-0.28144,-0.746855,-0.058353,-0.335569,-1.0,-0.18563,-0.37595,-0.827258,-0.246678,-0.377042,-0.676266,-0.266059,-0.119037,-0.769262,-0.062144,-0.201927,-0.729492,-0.168325,-0.225712,-0.494407,-0.179104,-0.200911,-0.425965,-0.162054,0.027415,-0.696645,-0.08718,-0.072339,-0.538604,-0.178288,-0.095462,-0.340597,-0.142274,-0.059998,-0.309626,-0.098348,0.165395,-0.577195,-0.123732,0.059837,-0.422689,-0.164429,0.022615,-0.275069,-0.132781,0.046255,-0.247946,-0.093397
1,0.0,0.0,0.0,0.173508,-0.062156,-0.028306,0.275161,-0.218098,-0.060314,0.31989,-0.354451,-0.09883,0.371633,-0.458195,-0.127388,0.235686,-0.544931,-0.0469,0.277185,-0.735092,-0.122677,0.283343,-0.873419,-0.174996,0.267162,-1.0,-0.207923,0.15251,-0.534317,-0.078871,0.260211,-0.641622,-0.158656,0.30724,-0.531261,-0.180323,0.315699,-0.440043,-0.183394,0.083301,-0.444649,-0.117052,0.254156,-0.373218,-0.201181,0.262201,-0.229332,-0.179405,0.226543,-0.183049,-0.148033,0.031094,-0.305041,-0.159723,0.203823,-0.213454,-0.214852,0.19847,-0.115939,-0.190885,0.151301,-0.102502,-0.162855
1,0.0,0.0,0.0,0.209878,-0.071981,-0.023966,0.329203,-0.23881,-0.049572,0.347079,-0.386355,-0.083565,0.343341,-0.492835,-0.107064,0.30523,-0.546267,-0.023319,0.337352,-0.736925,-0.09312,0.342391,-0.871251,-0.147426,0.327868,-1.0,-0.182387,0.204846,-0.544838,-0.054902,0.28951,-0.653801,-0.127958,0.332499,-0.551491,-0.152625,0.337072,-0.47323,-0.160424,0.121075,-0.477296,-0.094908,0.250931,-0.401029,-0.171381,0.254267,-0.260458,-0.161295,0.217885,-0.224959,-0.140489,0.055142,-0.364269,-0.140662,0.199517,-0.247287,-0.186766,0.182856,-0.161874,-0.173186,0.128077,-0.176325,-0.156777
1,0.0,0.0,0.0,0.162454,0.003097,-0.063438,0.277527,-0.169913,-0.089843,0.291053,-0.341742,-0.112689,0.304728,-0.47988,-0.123144,0.248084,-0.492393,-0.073883,0.283733,-0.716008,-0.144738,0.298613,-0.868366,-0.185895,0.288396,-0.996903,-0.210781,0.149939,-0.512637,-0.086079,0.210867,-0.698788,-0.162817,0.259751,-0.593733,-0.17833,0.261766,-0.488951,-0.173701,0.062979,-0.451686,-0.108242,0.17668,-0.422411,-0.199663,0.185362,-0.264597,-0.187752,0.158693,-0.220201,-0.15928,-0.012417,-0.338352,-0.137133,0.124303,-0.240387,-0.211698,0.129816,-0.128615,-0.206522,0.098955,-0.118906,-0.18827
1,0.0,0.0,0.0,0.156014,0.005229,-0.052518,0.283986,-0.163146,-0.083348,0.305614,-0.352571,-0.115041,0.329952,-0.494199,-0.138151,0.244147,-0.504655,-0.052368,0.280784,-0.703394,-0.119685,0.300437,-0.86524,-0.164949,0.291679,-0.994771,-0.194508,0.145025,-0.529491,-0.072797,0.215662,-0.705278,-0.153259,0.275578,-0.627456,-0.182058,0.290981,-0.553901,-0.18601,0.063948,-0.467007,-0.100823,0.192592,-0.4627,-0.193783,0.212569,-0.299276,-0.182606,0.187938,-0.233366,-0.153625,-0.003097,-0.357088,-0.134122,0.147311,-0.278165,-0.21201,0.150173,-0.15746,-0.202267,0.120751,-0.115871,-0.178366
1,0.0,0.0,0.0,0.161341,0.008881,-0.052338,0.291905,-0.155629,-0.084701,0.315671,-0.330827,-0.118486,0.342821,-0.477835,-0.142101,0.260131,-0.499601,-0.066096,0.289182,-0.716268,-0.139761,0.310555,-0.86986,-0.183434,0.303082,-0.991119,-0.209363,0.157353,-0.531595,-0.087429,0.233001,-0.706466,-0.170224,0.297281,-0.609326,-0.19017,0.308502,-0.524226,-0.185578,0.074799,-0.461091,-0.116161,0.204142,-0.443416,-0.206702,0.219373,-0.263722,-0.17743,0.186199,-0.209104,-0.134368,0.008015,-0.346972,-0.151645,0.152904,-0.25606,-0.22893,0.153517,-0.139737,-0.20966,0.117118,-0.120708,-0.175921
1,0.0,0.0,0.0,0.191579,0.012634,-0.051271,0.335975,-0.160331,-0.071486,0.356399,-0.349318,-0.090794,0.352368,-0.507285,-0.09896,0.307918,-0.49446,-0.057916,0.339803,-0.696721,-0.133223,0.348216,-0.855465,-0.182316,0.332073,-0.987366,-0.210434,0.200014,-0.534166,-0.078291,0.279014,-0.686555,-0.153584,0.318151,-0.620762,-0.175597,0.312864,-0.569189,-0.174684,0.108224,-0.472134,-0.107872,0.242593,-0.438321,-0.194312,0.251554,-0.270484,-0.175197,0.217635,-0.226517,-0.139824,0.031485,-0.360563,-0.144332,0.187512,-0.260928,-0.214732,0.185465,-0.15029,-0.197316,0.141449,-0.131717,-0.166385
1,0.0,0.0,0.0,0.187916,0.024207,-0.060886,0.347942,-0.157898,-0.088595,0.383299,-0.360443,-0.118829,0.3893,-0.526773,-0.141073,0.312925,-0.502072,-0.052381,0.364268,-0.685103,-0.132796,0.386731,-0.842061,-0.186667,0.375454,-0.975793,-0.218897,0.207111,-0.553786,-0.071449,0.290386,-0.707084,-0.160058,0.326494,-0.713286,-0.196547,0.326352,-0.733648,-0.205768,0.111048,-0.504873,-0.101,0.255542,-0.456948,-0.202423,0.247431,-0.289935,-0.194702,0.209007,-0.235852,-0.165311,0.02448,-0.398463,-0.137706,0.183778,-0.287983,-0.218897,0.173682,-0.178647,-0.210988,0.135674,-0.150899,-0.187329
1,0.0,0.0,0.0,0.176683,0.008213,-0.053374,0.33041,-0.168176,-0.069537,0.352546,-0.365022,-0.084774,0.333832,-0.523602,-0.091314,0.307482,-0.495003,-0.049546,0.350481,-0.687269,-0.122029,0.350583,-0.851871,-0.175979,0.329036,-0.991787,-0.210797,0.207505,-0.535197,-0.070684,0.273794,-0.686072,-0.148171,0.294168,-0.706908,-0.186962,0.2819,-0.734202,-0.20297,0.112254,-0.495007,-0.101049,0.235216,-0.432481,-0.188562,0.215785,-0.293129,-0.184836,0.182034,-0.261564,-0.164248,0.020347,-0.397577,-0.138316,0.167784,-0.302074,-0.205806,0.16039,-0.19713,-0.193672,0.1248,-0.168939,-0.171791
1,0.0,0.0,0.0,0.166229,0.045173,-0.060994,0.328801,-0.126073,-0.078792,0.364852,-0.314518,-0.095682,0.355517,-0.471051,-0.104592,0.295614,-0.483921,-0.060193,0.352915,-0.662252,-0.14,0.367557,-0.822316,-0.197847,0.352233,-0.954827,-0.233706,0.196717,-0.524293,-0.076879,0.282021,-0.658047,-0.165721,0.3018,-0.663751,-0.205013,0.283878,-0.681796,-0.216522,0.107609,-0.473779,-0.103419,0.241469,-0.421826,-0.204559,0.223827,-0.272742,-0.204452,0.185029,-0.230248,-0.180729,0.025791,-0.372971,-0.136357,0.171093,-0.266412,-0.215549,0.158113,-0.167284,-0.209371,0.119879,-0.143442,-0.187889
1,0.0,0.0,0.0,0.170815,0.019459,-0.057564,0.315294,-0.152556,-0.081166,0.339432,-0.338478,-0.104966,0.329834,-0.494056,-0.119887,0.287293,-0.485947,-0.052229,0.328348,-0.685648,-0.12516,0.343992,-0.849781,-0.1726,0.335056,-0.980541,-0.201888,0.188367,-0.528639,-0.071318,0.25795,-0.705878,-0.148969,0.297287,-0.667193,-0.17666,0.302542,-0.630584,-0.180862,0.098693,-0.478332,-0.100769,0.231519,-0.435936,-0.192978,0.228,-0.277681,-0.18427,0.196346,-0.233865,-0.156698,0.016553,-0.371447,-0.137116,0.166696,-0.271513,-0.213759,0.15654,-0.165893,-0.20528,0.115048,-0.148858,-0.182358
1,0.0,0.0,0.0,0.170575,0.015915,-0.051199,0.300061,-0.149745,-0.073159,0.318196,-0.322242,-0.095169,0.305873,-0.467752,-0.107233,0.275104,-0.473422,-0.061461,0.306653,-0.689362,-0.133549,0.317245,-0.852398,-0.181536,0.309051,-0.984085,-0.212715,0.174703,-0.505518,-0.083275,0.242329,-0.680495,-0.162448,0.28588,-0.633841,-0.190008,0.290605,-0.590304,-0.196045,0.086041,-0.450957,-0.113664,0.214092,-0.419172,-0.203312,0.219472,-0.261375,-0.191869,0.190774,-0.214425,-0.164364,0.007757,-0.345148,-0.15072,0.152674,-0.251011,-0.223937,0.154543,-0.147453,-0.21373,0.118568,-0.12735,-0.191184
1,0.0,0.0,0.0,0.142348,0.001943,-0.048605,0.280189,-0.167921,-0.071855,0.29754,-0.346158,-0.097411,0.28402,-0.491908,-0.113536,0.254287,-0.505212,-0.04012,0.274588,-0.700477,-0.109704,0.285966,-0.871824,-0.158893,0.280489,-0.998057,-0.193779,0.144359,-0.549738,-0.064435,0.20769,-0.690712,-0.151624,0.2551,-0.629451,-0.189803,0.268065,-0.577371,-0.200728,0.054357,-0.494871,-0.096772,0.187372,-0.436079,-0.18593,0.185889,-0.266158,-0.166592,0.151189,-0.22274,-0.133256,-0.02512,-0.389613,-0.136679,0.129775,-0.271687,-0.207715,0.124631,-0.153856,-0.192239,0.086719,-0.140521,-0.165428
1,0.0,0.0,0.0,0.147569,-0.009188,-0.054306,0.274285,-0.182799,-0.080694,0.280238,-0.358634,-0.107723,0.25979,-0.501735,-0.125136,0.245673,-0.50378,-0.052608,0.277655,-0.700066,-0.12789,0.285139,-0.86843,-0.179317,0.275373,-1.0,-0.213986,0.136762,-0.543696,-0.073806,0.194385,-0.699186,-0.160009,0.233687,-0.652262,-0.196118,0.241694,-0.611222,-0.207097,0.045776,-0.49199,-0.104109,0.175889,-0.443881,-0.196852,0.180427,-0.278105,-0.18486,0.152257,-0.231135,-0.156639,-0.033365,-0.391534,-0.141581,0.117258,-0.286296,-0.213898,0.118295,-0.168663,-0.202707,0.086018,-0.14907,-0.180006
1,0.0,0.0,0.0,0.142774,-0.007432,-0.060315,0.257805,-0.177121,-0.091077,0.26797,-0.348319,-0.120811,0.253472,-0.489659,-0.140101,0.232948,-0.483352,-0.069416,0.260552,-0.707532,-0.144622,0.269217,-0.868268,-0.188693,0.259565,-1.0,-0.216382,0.128089,-0.513953,-0.08663,0.173586,-0.71044,-0.169546,0.2223,-0.630554,-0.190147,0.239503,-0.557971,-0.188917,0.039159,-0.464976,-0.113908,0.154324,-0.444002,-0.208942,0.167639,-0.272131,-0.194657,0.144483,-0.216699,-0.163401,-0.038008,-0.363435,-0.148473,0.09734,-0.273951,-0.224471,0.105809,-0.158522,-0.217023,0.075664,-0.141299,-0.19638
1,0.0,0.0,0.0,0.135744,-0.006988,-0.063727,0.245649,-0.174135,-0.095562,0.25281,-0.34615,-0.126151,0.243287,-0.486327,-0.146858,0.218136,-0.485066,-0.067574,0.244553,-0.709588,-0.141545,0.254745,-0.872154,-0.183586,0.24708,-1.0,-0.209798,0.114691,-0.514521,-0.082268,0.156199,-0.71941,-0.165405,0.203156,-0.634302,-0.18523,0.222612,-0.551986,-0.182324,0.026398,-0.466861,-0.107708,0.135959,-0.451993,-0.204616,0.152146,-0.282348,-0.193194,0.135746,-0.222769,-0.162899,-0.050972,-0.364409,-0.140341,0.079336,-0.280356,-0.217988,0.091779,-0.163808,-0.213916,0.069396,-0.141428,-0.195373
1,0.0,0.0,0.0,0.146802,0.009368,-0.057513,0.265823,-0.161769,-0.081496,0.278474,-0.338708,-0.104406,0.267755,-0.480355,-0.11743,0.241817,-0.470765,-0.060624,0.275872,-0.686387,-0.136021,0.28212,-0.853755,-0.185479,0.272784,-0.990632,-0.218257,0.137323,-0.50541,-0.077888,0.199842,-0.671328,-0.159503,0.238463,-0.621254,-0.189101,0.248574,-0.584178,-0.19649,0.049281,-0.455142,-0.105108,0.172377,-0.424681,-0.19904,0.179005,-0.260258,-0.19277,0.155036,-0.209928,-0.168422,-0.026142,-0.355497,-0.139098,0.110698,-0.261479,-0.213375,0.120058,-0.14684,-0.207749,0.095723,-0.123084,-0.189851
1,0.0,0.0,0.0,0.145123,-0.000302,-0.058645,0.264831,-0.168569,-0.084041,0.277728,-0.343635,-0.108187,0.263309,-0.485707,-0.122007,0.239685,-0.477598,-0.063269,0.274234,-0.699735,-0.136427,0.281816,-0.863507,-0.181079,0.272095,-1.0,-0.210281,0.134521,-0.513936,-0.080571,0.188823,-0.706745,-0.160116,0.230585,-0.634826,-0.18359,0.245558,-0.575791,-0.186137,0.044525,-0.468115,-0.107992,0.165829,-0.442624,-0.202236,0.171381,-0.273521,-0.192411,0.147014,-0.223365,-0.165348,-0.034501,-0.366965,-0.142422,0.101889,-0.276455,-0.218993,0.114653,-0.159111,-0.214348,0.091954,-0.136828,-0.196816
1,0.0,0.0,0.0,0.147665,0.011458,-0.06612,0.263396,-0.147092,-0.095245,0.269485,-0.317721,-0.120914,0.248685,-0.460034,-0.136448,0.239587,-0.471003,-0.076589,0.271692,-0.68432,-0.159178,0.278213,-0.854911,-0.212125,0.26853,-0.988542,-0.246135,0.137101,-0.501758,-0.092916,0.193566,-0.683157,-0.181177,0.22435,-0.628353,-0.211059,0.230517,-0.577227,-0.217255,0.04827,-0.453151,-0.119961,0.164392,-0.42397,-0.220958,0.166387,-0.2596,-0.213781,0.142308,-0.206794,-0.1871,-0.032634,-0.35317,-0.154225,0.103784,-0.263856,-0.232239,0.111739,-0.147658,-0.223879,0.085029,-0.118177,-0.202903
1,0.0,0.0,0.0,0.144204,0.018727,-0.063199,0.262613,-0.140911,-0.094416,0.276758,-0.30985,-0.124375,0.262764,-0.457886,-0.146113,0.230663,-0.470592,-0.071131,0.253047,-0.69015,-0.147605,0.269534,-0.853965,-0.196343,0.264673,-0.981273,-0.228215,0.130915,-0.499499,-0.090088,0.186544,-0.684485,-0.176767,0.225214,-0.601253,-0.205236,0.231202,-0.53807,-0.208034,0.046827,-0.44519,-0.118418,0.160958,-0.424529,-0.217431,0.168045,-0.251101,-0.204866,0.142371,-0.206435,-0.17361,-0.030595,-0.341473,-0.153649,0.101424,-0.259718,-0.232613,0.113346,-0.141285,-0.220758,0.087525,-0.115117,-0.195601
1,0.0,0.0,0.0,0.148967,0.013615,-0.065278,0.262522,-0.149884,-0.095079,0.273237,-0.325687,-0.12179,0.263443,-0.469705,-0.139503,0.226945,-0.470412,-0.077071,0.260546,-0.680765,-0.152618,0.272755,-0.852344,-0.201199,0.268729,-0.986385,-0.234533,0.125611,-0.499465,-0.09262,0.185922,-0.677553,-0.174821,0.220911,-0.617605,-0.202311,0.232107,-0.566976,-0.208868,0.039666,-0.44595,-0.117747,0.157128,-0.419793,-0.21155,0.163103,-0.263077,-0.201225,0.14413,-0.218605,-0.175804,-0.037154,-0.34269,-0.150072,0.099013,-0.260711,-0.224987,0.111262,-0.149534,-0.216381,0.092414,-0.123286,-0.197308
1,0.0,0.0,0.0,0.158329,0.013923,-0.061161,0.279048,-0.14986,-0.086456,0.293642,-0.323917,-0.110702,0.278251,-0.470592,-0.1258,0.25763,-0.478594,-0.060311,0.289254,-0.686692,-0.133151,0.303298,-0.85174,-0.184812,0.300042,-0.986077,-0.220158,0.157109,-0.504666,-0.077069,0.214649,-0.68758,-0.157146,0.249953,-0.638484,-0.18893,0.255229,-0.597913,-0.198475,0.066987,-0.44577,-0.103648,0.179375,-0.432891,-0.196293,0.182634,-0.27446,-0.188616,0.153071,-0.226047,-0.163228,-0.016012,-0.339383,-0.137415,0.118817,-0.269428,-0.212563,0.128736,-0.164334,-0.204382,0.098173,-0.136567,-0.183868
